Player,Assists_Line,Assists_Over,Assists_Under,PointsReboundsAssists_Line,PointsReboundsAssists_Over,PointsReboundsAssists_Under,Points_Line,Points_Over,Points_Under,Rebounds_Line,Rebounds_Over,Rebounds_Under,Threes_Line,Threes_Over,Threes_Under
Ben Simmons,5.5,-103,-125,,,,18.5,-123,-105,7.5,-102,-127,,,
Cameron Thomas,2.5,-175,135,,,,32.5,-114,-114,3.5,-135,104,2.5,-101,-128
Mikal Bridges,3.5,120,-156,,,,32.5,-123,-104,4.5,-128,-101,3.5,112,-145
Nicolas Claxton,2.5,141,-185,,,,26.5,-110,-118,11.5,-130,101,,,
Darius Garland,5.5,104,-135,,,,15.5,-125,-103,,,,1.5,-112,-115
Jarrett Allen,2.5,122,-159,,,,30.5,-109,-119,11.5,-116,-111,,,
Evan Mobley,2.5,-147,114,,,,27.5,-123,-104,9.5,100,-130,,,
Donovan Mitchell,6.5,102,-132,,,,39.5,-120,-108,4.5,-159,122,3.5,110,-143
Max Strus,2.5,-154,119,,,,17.5,-108,-120,4.5,100,-130,1.5,-172,131
Luka Doncic,9.5,-120,-108,,,,52.5,-123,-105,9.5,-102,-127,3.5,-149,115
Josh Green,2.5,124,-161,,,,16.5,-122,-106,3.5,-141,108,1.5,-154,118
Kyrie Irving,5.5,113,-147,,,,38.5,-108,-120,5.5,120,-156,3.5,134,-175
Jalen Brunson,7.5,102,-132,,,,43.5,-123,-105,3.5,-145,111,2.5,109,-141
Maxi Kleber,,,,,,,12.5,-110,-118,4.5,122,-159,1.5,130,-169
Coby White,5.5,117,-152,,,,35.5,-118,-110,5.5,106,-137,3.5,-116,-111
Nikola Vucevic,3.5,124,-161,,,,33.5,-114,-114,11.5,-116,-111,1.5,134,-175
Alex Caruso,3.5,102,-132,,,,17.5,-118,-110,4.5,-127,-102,1.5,-110,-118
DeMar DeRozan,5.5,112,-145,,,,33.5,-116,-111,4.5,100,-130,0.5,-147,114
Karl-Anthony Towns,2.5,-169,129,,,,34.5,-109,-119,7.5,-128,-101,2.5,110,-143
Giannis Antetokounmpo,7.5,102,-132,,,,52.5,-118,-110,11.5,-105,-123,0.5,107,-139
Damian Lillard,7.5,-103,-125,,,,37.5,-116,-111,3.5,-125,-103,3.5,110,-143
Mike Conley,7.5,115,-149,,,,20.5,-103,-125,2.5,-103,-125,2.5,141,-185
Anthony Edwards,4.5,-161,123,,,,37.5,-118,-110,5.5,106,-137,2.5,-154,119
Jaden McDaniels,,,,,,,15.5,-112,-115,2.5,-159,122,1.5,117,-152
Rudy Gobert,,,,,,,28.5,-114,-114,13.5,100,-130,,,
Naz Reid,,,,,,,10.5,-130,101,4.5,-120,-108,1.5,-143,110
Jerami Grant,2.5,-133,103,,,,29.5,-108,-120,3.5,-167,128,1.5,-133,103
Cade Cunningham,7.5,110,-143,,,,33.5,-123,-105,4.5,113,-147,1.5,102,-132
Anfernee Simons,5.5,-108,-120,,,,33.5,-118,-110,3.5,113,-147,3.5,-108,-120
Jalen Duren,,,,,,,28.5,-114,-114,11.5,-135,105,,,
Jordan Clarkson,4.5,-130,100,,,,23.5,-127,-102,2.5,-161,124,1.5,-112,-115
Lauri Markkanen,2.5,149,-196,,,,34.5,-116,-111,8.5,-114,-114,3.5,112,-139
Collin Sexton,5.5,-105,-123,,,,26.5,-123,-105,2.5,110,-143,1.5,102,-132
Bradley Beal,5.5,110,-143,,,,29.5,-118,-110,4.5,-110,-118,1.5,-143,110
Jusuf Nurkic,3.5,-130,101,,,,28.5,-112,-115,10.5,-110,-118,0.5,279,-400
Kris Dunn,4.5,-103,-125,,,,12.5,-118,-110,2.5,-130,100,0.5,-103,-125
Kevin Durant,5.5,-128,-101,,,,39.5,-115,-112,6.5,113,-147,2.5,104,-135
John Collins,,,,,,,22.5,-130,100,6.5,-130,100,0.5,-238,178
Nikola Jokic,8.5,-119,-109,,,,48.5,-122,-106,11.5,-152,117,0.5,-179,137
Jamal Murray,7.5,113,-147,,,,35.5,-108,-120,3.5,-154,119,2.5,-125,-103
D'Angelo Russell,5.5,-119,-109,,,,25.5,-120,-108,2.5,-118,-110,2.5,-133,103
LeBron James,7.5,-108,-120,,,,39.5,-123,-104,6.5,-135,104,1.5,-156,120
Aaron Gordon,2.5,102,-132,,,,21.5,-122,-106,5.5,-123,-105,0.5,115,-149
Anthony Davis Jr.,3.5,-169,129,,,,40.5,-118,-110,11.5,-141,109,0.5,136,-179
Austin Reaves,5.5,115,-149,,,,23.5,-112,-115,3.5,115,-149,1.5,-127,-102
Rui Hachimura,,,,,,,15.5,-116,-111,3.5,-137,106,0.5,-217,165
Michael Porter Jr.,,,,,,,21.5,-118,-110,5.5,-156,121,2.5,113,-147
